"DATE","TIME PERIOD","Argentine peso/Euro (EXR.M.ARS.EUR.SP00.A)","Argentine peso/Euro (EXR.M.ARS.EUR.SP00.E)","Australian dollar/Euro (EXR.M.AUD.EUR.SP00.E)","Bulgarian lev/Euro (EXR.M.BGN.EUR.SP00.E)","Brazilian real/Euro (EXR.M.BRL.EUR.SP00.E)","Canadian dollar/Euro (EXR.M.CAD.EUR.SP00.E)","Swiss franc/Euro (EXR.M.CHF.EUR.SP00.E)","Chinese yuan renminbi/Euro (EXR.M.CNY.EUR.SP00.E)","Euro/Cyprus pound (EXR.M.CYP.EUR.SP00.A)","Czech koruna/Euro (EXR.M.CZK.EUR.SP00.E)","Danish krone/Euro (EXR.M.DKK.EUR.SP00.E)","Algerian dinar/Euro (EXR.M.DZD.EUR.SP00.A)","Algerian dinar/Euro (EXR.M.DZD.EUR.SP00.E)","Euro/Estonian kroon (EXR.M.EEK.EUR.SP00.A)","Egyptian pound/Euro (EXR.M.EGP.EUR.SP00.E)","UK pound sterling/Euro (EXR.M.GBP.EUR.SP00.E)","Euro/Greek drachma (EXR.M.GRD.EUR.SP00.A)","Hong Kong dollar/Euro (EXR.M.HKD.EUR.SP00.E)","Euro/Croatian kuna (EXR.M.HRK.EUR.SP00.E)","Hungarian forint/Euro (EXR.M.HUF.EUR.SP00.E)","Indonesian rupiah/Euro (EXR.M.IDR.EUR.SP00.E)","Israeli shekel/Euro (EXR.M.ILS.EUR.SP00.E)","Indian rupee/Euro (EXR.M.INR.EUR.SP00.E)","Iceland krona/Euro (EXR.M.ISK.EUR.SP00.A)","Japanese yen/Euro (EXR.M.JPY.EUR.SP00.E)","Korean won (Republic)/Euro (EXR.M.KRW.EUR.SP00.E)","Euro/Lithuanian litas (EXR.M.LTL.EUR.SP00.A)","Euro/Lithuanian litas (EXR.M.LTL.EUR.SP00.E)","Euro/Latvian lats (EXR.M.LVL.EUR.SP00.A)","Euro/Latvian lats (EXR.M.LVL.EUR.SP00.E)","Moroccan dirham/Euro (EXR.M.MAD.EUR.SP00.A)","Moroccan dirham/Euro (EXR.M.MAD.EUR.SP00.E)","Euro/Maltese lira (EXR.M.MTL.EUR.SP00.A)","Mexican peso/Euro (EXR.M.MXN.EUR.SP00.E)","Malaysian ringgit/Euro (EXR.M.MYR.EUR.SP00.E)","Norwegian krone/Euro (EXR.M.NOK.EUR.SP00.E)","New Zealand dollar/Euro (EXR.M.NZD.EUR.SP00.E)","Philippine peso/Euro (EXR.M.PHP.EUR.SP00.E)","Polish zloty/Euro (EXR.M.PLN.EUR.SP00.E)","Romanian leu/Euro (EXR.M.RON.EUR.SP00.E)","Russian rouble/Euro (EXR.M.RUB.EUR.SP00.E)","Swedish krona/Euro (EXR.M.SEK.EUR.SP00.E)","Singapore dollar/Euro (EXR.M.SGD.EUR.SP00.E)","Euro/Slovenian tolar (EXR.M.SIT.EUR.SP00.A)","Euro/Slovak koruna (EXR.M.SKK.EUR.SP00.A)","Thai baht/Euro (EXR.M.THB.EUR.SP00.E)","Turkish lira/Euro (EXR.M.TRY.EUR.SP00.E)","New Taiwan dollar/Euro (EXR.M.TWD.EUR.SP00.A)","New Taiwan dollar/Euro (EXR.M.TWD.EUR.SP00.E)","US dollar/Euro (EXR.M.USD.EUR.SP00.E)","South African rand/Euro (EXR.M.ZAR.EUR.SP00.E)"
"2003-02-28","2003Feb","3.4232","3.4566","1.7816","1.9532","3.8405","1.6088","1.4629","8.9243","0.58038","31.8020","7.4282","85.7274","85.9726","15.6466","","0.6842","","8.4090","7.6595","243.6400","9579.5200","5.1962","51.3400","83.7000","127.3200","1286.2900","3.45245","3.45310","0.6231","0.6238","10.7221","10.7095","0.4217","11.9018","4.0989","7.7250","1.9314","58.7970","4.2148","3.5717","34.0543","9.1458","1.8741","231.3664","41.987","46.1210","1.7210","37.4618","37.4700","1.0782","8.7603"
"2003-03-31","2003Mar","3.3410","3.2522","1.8076","1.9508","3.6907","1.6037","1.4764","9.0178","0.58292","31.9470","7.4264","86.0904","86.7884","15.6466","","0.6896","","8.4975","7.6645","246.3500","9698.1900","5.1108","51.7290","84.3062","129.1800","1366.7800","3.45280","3.45330","0.6253","0.6292","10.7326","10.7598","0.4234","11.7443","4.1401","7.8995","1.9721","58.3160","4.4200","3.6250","34.1923","9.2608","1.9211","231.8070","41.749","46.7396","1.8640","37.5236","37.8590","1.0895","8.6356"
"2003-04-30","2003Apr","3.1579","3.1779","1.7822","1.9463","3.2119","1.6038","1.5131","9.2131","0.58657","31.4330","7.4243","86.4381","87.6789","15.6466","","0.6970","","8.6810","7.5845","245.7300","9653.1800","5.0679","52.6760","83.3790","132.9800","1352.6900","3.45305","3.45330","0.6286","0.6374","10.7432","10.8091","0.4240","11.4473","4.2292","7.8380","1.9900","58.4690","4.2680","3.7015","34.6153","9.1175","1.9764","232.3136","41.038","47.6955","1.7500","37.7823","38.7840","1.1131","8.0071"
"2003-05-31","2003May","3.2888","3.4003","1.8136","1.9465","3.4771","1.6214","1.5277","9.7851","0.58694","31.3330","7.4244","91.7791","93.0430","15.6466","","0.7196","","9.2195","7.5450","249.7300","9829.4900","5.1921","55.6530","84.4362","140.3100","1425.7300","3.45281","3.45230","0.6513","0.6610","10.8840","10.9261","0.4295","12.1878","4.4949","7.8785","2.0499","62.9810","4.4072","3.8107","36.2987","9.1500","2.0446","232.9908","41.125","49.2894","1.6880","40.2078","41.0550","1.1822","9.5451"
"2003-06-30","2003Jun","3.2822","3.2056","1.7116","1.9462","3.2890","1.5506","1.5544","9.4581","0.58607","31.5720","7.4299","78.3045","89.5707","15.6466","","0.6932","","8.9110","7.4966","266.6100","9451.7900","4.9392","53.0420","86.2476","137.3200","1364.3800","3.45268","3.45280","0.6549","0.6489","10.8933","10.8513","0.4285","11.8925","4.3431","8.2935","1.9569","61.0370","4.4775","3.7660","34.6882","9.2488","2.0149","233.6600","41.507","48.0476","1.6180","40.3731","39.5550","1.1427","8.5422"
"2003-07-31","2003Jul","3.1805","3.2885","1.7455","1.9467","3.3705","1.5867","1.5464","9.3679","0.58730","32.2200","7.4311","88.4154","88.0020","15.6466","","0.7019","","8.8271","7.5470","263.9300","9632.0500","5.0148","52.2010","87.6596","135.7200","1335.3500","3.45276","3.45250","0.6473","0.6470","10.8400","10.8474","0.4274","11.9076","4.3011","8.1610","1.9521","61.9070","4.3728","3.7114","34.2476","9.1880","1.9901","234.4369","41.804","47.4698","1.6060","39.1287","38.9520","1.1318","8.4260"
"2003-08-31","2003Aug","3.2558","3.2180","1.7012","1.9464","3.2377","1.5263","1.5369","9.0443","0.58616","32.4400","7.4261","86.4259","85.0290","15.6466","","0.6926","","8.5222","7.4695","257.4600","9274.9600","4.8560","50.1080","88.7857","127.2600","1287.4700","3.45273","3.45230","0.6397","0.6299","10.7986","10.7494","0.4264","12.0804","4.1538","8.2470","1.9016","59.9620","4.3590","3.7200","33.3607","9.2300","1.9162","234.9962","41.955","44.9374","1.5290","38.2470","37.3440","1.0927","8.0037"
"2003-09-30","2003Sep","3.2829","3.3910","1.7101","1.9489","3.4132","1.5717","1.5404","9.6444","0.58370","31.8440","7.4256","87.1464","89.7281","15.6466","","0.6986","","9.0254","7.5440","254.9600","9784.3800","5.1716","53.2990","88.8123","128.8000","1340.1500","3.45300","3.45240","0.6383","0.6482","10.8127","10.9119","0.4265","12.8045","4.4289","8.1840","1.9538","63.9570","4.6227","3.8435","35.6702","8.9625","2.0125","235.2211","41.489","46.5618","1.6280","38.1373","39.3530","1.1652","8.1393"
"2003-10-31","2003Oct","3.3482","3.3358","1.6464","1.9485","3.3062","1.5306","1.5506","9.6195","0.58418","32.0350","7.4338","89.3901","88.0625","15.6466","","0.6863","","9.0257","7.5851","259.2600","9876.7600","5.2222","52.6830","89.1704","126.7200","1375.4600","3.45253","3.45250","0.6483","0.6457","10.8971","10.8790","0.4281","12.8259","4.4174","8.2110","1.9022","64.3070","4.7002","3.9487","34.7398","9.0474","2.0214","235.6663","41.304","46.3760","1.7254","39.6193","39.4890","1.1622","8.0288"
"2003-11-30","2003Nov","3.3592","3.5439","1.6583","1.9525","3.5283","1.5552","1.5484","9.9274","0.58328","32.0950","7.4396","83.1527","83.2789","15.6466","","0.6971","","9.3117","7.6695","264.7400","10202.1800","5.3309","54.9640","88.6045","131.2400","1441.7400","3.45281","3.45250","0.6471","0.6555","10.8867","10.9484","0.4275","13.6857","4.5583","8.1625","1.8718","66.8450","4.7047","4.0200","35.6753","9.0475","2.0662","236.1345","41.102","47.8921","1.7480","39.8457","41.0310","1.1994","7.7001"
"2003-12-31","2003Dec","3.6296","3.7312","1.6802","1.9557","3.6698","1.6234","1.5579","10.4539","0.58459","32.4100","7.4450","85.8727","90.7494","15.6466","","0.7048","","9.8049","7.6451","262.5000","10643.1000","5.5424","57.5780","89.6814","135.0500","1506.3200","3.45251","3.45240","0.6631","0.6725","11.0000","11.0746","0.4304","14.1807","4.8019","8.4141","1.9244","70.1710","4.7019","4.1158","36.9555","9.0800","2.1450","236.6662","41.132","50.0406","1.7716","41.8252","42.9330","1.2630","8.3276"
"2004-01-31","2004Jan","3.6690","3.6594","1.6396","1.9559","3.6718","1.6523","1.5626","10.2502","0.58647","33.3230","7.4495","90.2032","89.2422","15.6466","","0.6846","","9.6281","7.6690","264.5500","10474.1600","5.5907","56.0950","87.6924","131.0600","1453.2600","3.45312","3.45350","0.6707","0.6627","11.0781","11.1175","0.4301","13.7733","4.7055","8.7190","1.8626","69.2520","4.7749","4.0636","35.3349","9.1940","2.1046","237.3167","40.731","48.6033","1.6652","42.4679","41.3330","1.2384","8.7326"
"2004-02-29","2004Feb","3.7074","3.6469","1.6159","1.9484","3.6295","1.6758","1.5780","10.2784","0.58601","32.4350","7.4519","89.8521","87.7120","15.6466","","0.6700","","9.6649","7.5803","257.0500","10495.6200","5.5731","56.1340","86.7150","135.6300","1459.7400","3.45322","3.45270","0.6698","0.6648","11.0617","11.0345","0.4284","13.7461","4.7172","8.7370","1.8164","69.9250","4.8721","3.9932","35.4108","9.2315","2.1110","237.5122","40.551","48.7975","1.6440","42.0315","41.4090","1.2418","8.2685"
"2004-03-31","2004Mar","3.5729","3.5068","1.6052","1.9464","3.5379","1.5979","1.5594","10.1178","0.58598","32.8330","7.4448","87.5378","86.1012","15.6466","","0.6659","","9.5228","7.4740","249.2500","10470.1600","5.5183","53.1860","87.2322","126.9700","1401.4200","3.45277","3.45290","0.6596","0.6540","11.0081","10.9498","0.4266","13.6662","4.6461","8.4360","1.8365","68.6460","4.7336","4.0963","34.8700","9.2581","2.0459","238.0683","40.400","48.0135","1.6122","40.8408","40.3670","1.2224","7.7788"
"2004-04-30","2004Apr","3.4067","3.3822","1.6577","1.9474","3.4910","1.6383","1.5511","9.7884","0.58630","32.5430","7.4412","85.2390","84.5972","15.6466","","0.6737","","9.3183","7.4760","251.1500","10496.4900","5.4270","53.1670","87.5850","131.8700","1401.8000","3.45285","3.45280","0.6502","0.6522","10.9402","10.8539","0.4251","13.6330","4.5401","8.2210","1.9153","66.9720","4.8108","4.0424","34.6352","9.1483","2.0342","238.4520","40.151","47.7733","1.6980","39.5685","39.8650","1.1947","8.1894"
"2004-05-31","2004May","3.4978","3.6021","1.7032","1.9475","3.7600","1.6611","1.5276","10.0979","0.58589","31.6250","7.4377","85.3286","86.6688","15.6466","","0.6648","","9.5122","7.3622","251.4000","11310.5300","5.5583","55.5000","87.9705","133.2400","1415.0300","3.45282","3.45280","0.6557","0.6576","10.9473","10.9892","0.4259","13.9266","4.6377","8.1993","1.9291","68.0590","4.6455","4.0766","35.3870","9.0893","2.0720","238.7400","40.164","49.4893","1.8313","40.2190","40.7480","1.2198","7.9345"
"2004-06-30","2004Jun","3.6003","3.6043","1.7554","1.9559","3.7848","1.6343","1.5242","10.0615","0.58239","31.7550","7.4326","86.3172","86.8747","15.6466","","0.6708","","9.4803","7.3450","251.6000","11426.1700","5.4678","55.8790","87.5473","132.4000","1404.4500","3.45280","3.45290","0.6565","0.6570","10.9844","10.9811","0.4254","14.0257","4.6189","8.4365","1.9210","68.2200","4.5236","4.0626","35.3300","9.1451","2.0901","239.3591","39.923","49.7343","1.8053","40.8436","41.0520","1.2155","7.6177"
"2004-07-31","2004Jul","3.6351","3.5822","1.7165","1.9558","3.6611","1.5921","1.5414","9.9663","0.58171","31.6930","7.4357","87.6803","86.4664","15.6466","","0.6626","","9.3902","7.4000","248.3000","10991.1500","5.4365","55.8470","87.7095","134.1900","1408.7400","3.45281","3.45280","0.6596","0.6545","11.0081","10.9593","0.4259","13.7414","4.5747","8.4200","1.8917","67.3500","4.3916","4.1125","35.0393","9.2357","2.0732","239.9023","39.899","49.7792","1.7697","41.5740","41.0960","1.2039","7.5194"
"2004-08-31","2004Aug","3.6731","3.6231","1.7298","1.9559","3.5445","1.5958","1.5428","10.0250","0.57838","31.8780","7.4380","87.9752","87.0215","15.6466","","0.6755","","9.4466","7.3679","249.2500","11354.0700","5.4585","56.1170","87.0832","133.0500","1395.0100","3.45280","3.45280","0.6586","0.6576","10.9853","10.9176","0.4261","13.7841","4.6022","8.4010","1.8596","68.0340","4.4582","4.0984","35.4368","9.1263","2.0754","239.9900","40.111","50.4424","1.8235","41.5420","41.2410","1.2111","8.0890"
"2004-09-30","2004Sep","3.6713","3.7202","1.7212","1.9559","3.5378","1.5740","1.5524","10.2726","0.57696","31.6600","7.4416","88.1992","90.0557","15.6466","","0.6868","","9.6745","7.5812","247.4100","11367.1000","5.5601","56.8850","87.6477","137.1700","1429.3900","3.45280","3.45280","0.6610","0.6677","10.9907","11.0278","0.4277","14.1578","4.7164","8.3410","1.8414","69.8350","4.3797","4.1135","36.2637","9.0588","2.0937","239.9677","40.049","51.4126","1.8636","41.4272","42.1700","1.2409","7.9792"
"2004-10-31","2004Oct","3.7182","3.8061","1.7088","1.9558","3.6417","1.5546","1.5299","10.5449","0.57595","31.5350","7.4326","90.9021","92.7946","15.6466","","0.6957","","9.9133","7.4852","246.0400","11584.3100","5.6782","57.7240","87.5805","135.1300","1425.7800","3.45280","3.45280","0.6690","0.6748","11.0424","11.0870","0.4297","14.6780","4.8401","8.1465","1.8666","71.7410","4.3248","4.0873","36.6202","9.0530","2.1189","239.9067","39.997","52.2854","1.8776","42.2445","42.5770","1.2737","7.8017"
"2004-11-30","2004Nov","3.8391","3.9100","1.7147","1.9559","3.6422","1.5785","1.5114","11.0084","0.57789","30.9880","7.4287","94.4333","96.3927","15.6466","","0.6966","","10.3365","7.5365","245.7400","11999.9000","5.8001","59.2910","87.1495","136.5400","1393.8500","3.45280","3.45280","0.6803","0.6872","11.1207","11.1657","0.4319","14.9401","5.0535","8.1050","1.8555","74.6780","4.2075","3.8405","37.4280","8.9238","2.1772","239.7891","39.546","52.5030","1.8998","42.5688","42.8120","1.3295","7.7068"
"2004-12-31","2004Dec","3.9783","4.0500","1.7459","1.9559","3.6201","1.6416","1.5429","11.2741","0.57909","30.4640","7.4388","96.6889","98.2655","15.6466","","0.7051","","10.5881","7.6650","245.9700","12653.9100","5.8922","59.2590","83.9922","139.6500","1410.0500","3.45280","3.45280","0.6900","0.6979","11.1652","11.1874","0.4325","15.2235","5.1802","8.2365","1.8871","76.5100","4.0845","3.9390","37.7879","9.0206","2.2262","239.7987","38.872","53.0420","1.8362","43.2005","43.3320","1.3621","7.6897"
"2005-01-31","2005Jan","3.8881","3.8400","1.6826","1.9558","3.4324","1.6167","1.5473","10.7891","0.58170","30.1400","7.4417","94.7777","94.2985","15.6466","","0.6912","","10.1671","7.4955","245.6000","11952.6600","5.7172","56.9860","82.1195","134.9600","1336.8700","3.45280","3.45280","0.6963","0.6961","11.1224","11.1047","0.4322","14.6603","4.9550","8.2600","1.8301","71.8280","4.0806","3.7519","36.5302","9.1057","2.1334","239.7719","38.573","50.2670","1.7420","41.8985","41.4290","1.3035","7.7887"
"2005-02-28","2005Feb","3.8000","3.8900","1.6730","1.9559","3.4520","1.6340","1.5392","10.9728","0.58315","29.7430","7.4430","94.1349","95.1450","15.6466","","0.6898","","10.3396","7.5010","241.8400","12271.7400","5.7734","57.8490","80.7365","138.0400","1333.7900","3.45280","3.45280","0.6961","0.6961","11.0989","11.1385","0.4309","14.6899","5.0373","8.2200","1.8178","72.4640","3.9066","3.6433","36.6976","9.0576","2.1562","239.7355","38.044","50.7570","1.7009","41.0039","41.3170","1.3257","7.6734"
"2005-03-31","2005Mar","3.8590","3.7900","1.6763","1.9559","3.4662","1.5737","1.5486","10.7303","0.58319","29.9550","7.4495","94.8151","93.8233","15.6466","","0.6885","","10.1110","7.4170","247.2000","12274.8900","5.6506","56.6830","79.1514","138.4400","1316.4900","3.45280","3.45280","0.6961","0.6960","11.1289","11.0912","0.4317","14.5086","4.9250","8.2060","1.8237","71.1990","4.0807","3.6767","36.1404","9.1430","2.1377","239.7010","38.253","50.6500","1.7572","41.0802","40.8500","1.2964","8.0898"
"2005-04-30","2005Apr","3.7671","3.7700","1.6565","1.9559","3.2823","1.6191","1.5374","10.7239","0.58282","30.4990","7.4460","93.5003","93.3753","15.6466","","0.6775","","10.1017","7.3620","252.5100","12386.8900","5.6594","56.3070","80.7071","136.2400","1291.9400","3.45280","3.45280","0.6961","0.6961","11.0932","11.0988","0.4299","14.3676","4.9236","8.1430","1.7669","70.1300","4.2715","3.6180","35.9890","9.1805","2.1191","239.6538","39.232","51.1100","1.8031","40.7879","40.5230","1.2957","7.9067"
"2005-05-31","2005May","3.6786","3.5700","1.6309","1.9554","2.9283","1.5531","1.5372","10.2058","0.57806","30.3720","7.4423","92.4479","90.8041","15.6466","","0.6771","","9.5926","7.3270","253.6000","11723.7000","5.4434","53.9430","82.3564","133.4700","1242.9000","3.45280","3.45280","0.6960","0.6960","11.0744","11.0239","0.4293","13.4272","4.6858","7.9390","1.7454","67.2290","4.1160","3.6215","34.8370","9.1608","2.0552","239.5123","39.004","50.0580","1.6748","39.7317","38.6830","1.2331","8.2849"
"2005-06-30","2005Jun","3.5136","3.4900","1.5885","1.9559","2.8480","1.4900","1.5499","10.0079","0.57405","30.0300","7.4515","89.1595","88.6637","15.6466","","0.6742","","9.3990","7.3130","247.2400","11804.8200","5.5315","52.6340","79.2991","133.9500","1239.8500","3.45280","3.45280","0.6960","0.6961","10.9945","10.9575","0.4293","13.0000","4.5960","7.9155","1.7387","67.6850","4.0388","3.6030","34.6370","9.4259","2.0377","239.4659","38.535","49.9380","1.6194","38.1548","38.2390","1.2092","8.0254"
"2005-07-31","2005Jul","3.4571","3.4700","1.5904","1.9557","2.9012","1.4856","1.5607","9.8021","0.57367","30.1500","7.4591","88.5190","88.7000","15.6466","","0.6893","","9.3991","7.3030","244.9900","11857.1900","5.4722","52.6090","78.3986","135.9100","1241.8900","3.45280","3.45280","0.6961","0.6960","10.9602","10.9674","0.4293","12.8169","4.5352","7.8870","1.7697","67.8480","4.0715","3.5164","34.6560","9.4048","2.0100","239.4810","38.886","50.3850","1.6102","38.4252","38.6510","1.2093","8.0204"
"2005-08-31","2005Aug","3.5378","3.5500","1.6343","1.9557","2.9003","1.4552","1.5485","9.8801","0.57321","29.5680","7.4582","89.7070","90.0856","15.6466","","0.6829","","9.4811","7.4285","244.4800","12557.8400","5.5385","53.7740","78.3678","136.0600","1266.7600","3.45280","3.45280","0.6960","0.6960","11.0081","10.9852","0.4293","13.1938","4.6010","7.8660","1.7744","68.6080","4.0315","3.5066","34.8480","9.3401","2.0592","239.5096","38.681","50.4410","1.6489","39.4578","39.9500","1.2198","7.9392"
"2005-09-30","2005Sep","3.5600","3.5000","1.5828","1.9559","2.6722","1.4063","1.5561","9.7444","0.57296","29.5530","7.4624","88.9064","87.6953","15.6466","","0.6820","","9.3412","7.4330","249.6100","12391.2200","5.5427","52.8950","76.1532","136.2500","1254.9600","3.45280","3.45280","0.6961","0.6960","11.0048","10.9746","0.4293","12.9878","4.5389","7.8770","1.7414","67.4650","3.9185","3.5603","34.3340","9.3267","2.0353","239.4745","38.459","49.4400","1.6230","40.3396","39.9690","1.2042","7.6765"
"2005-10-31","2005Oct","3.5495","3.6200","1.6037","1.9562","2.7168","1.4161","1.5455","9.7200","0.57319","29.5950","7.4623","87.5140","87.9435","15.6466","","0.6767","","9.3207","7.3800","250.5400","12161.2600","5.5767","54.2280","73.2914","139.6400","1250.6300","3.45280","3.45280","0.6965","0.6963","10.9584","10.9555","0.4293","13.0177","4.5386","7.8060","1.7108","66.0000","3.9791","3.6512","34.3200","9.5360","2.0365","239.5252","38.923","49.0380","1.6224","40.2296","40.3220","1.2023","8.0695"
"2005-11-30","2005Nov","3.5164","3.5200","1.5925","1.9558","2.6022","1.3741","1.5485","9.5098","0.57351","28.9330","7.4537","86.6011","86.1475","15.6466","","0.6822","","9.1263","7.3830","252.6700","11810.1900","5.4893","54.0270","72.9773","140.8000","1216.3300","3.45280","3.45280","0.6963","0.6963","10.9216","10.9123","0.4293","12.4720","4.4457","7.9715","1.6737","63.6820","3.9085","3.6598","33.9180","9.5272","1.9925","239.5082","38.678","48.5220","1.5986","39.5795","39.4480","1.1769","7.6332"
"2005-12-31","2005Dec","3.5752","3.5900","1.6109","1.9563","2.7462","1.3725","1.5551","9.5204","0.57346","29.0000","7.4605","86.6458","86.9070","15.6466","","0.6853","","9.1474","7.3715","252.8700","11596.4500","5.4334","53.1130","75.3562","138.9000","1184.4200","3.45280","3.45280","0.6967","0.6962","10.9264","10.9214","0.4293","12.5945","4.4584","7.9850","1.7270","62.7190","3.8600","3.6802","33.9200","9.3885","1.9628","239.5062","37.872","48.4370","1.5924","39.4909","38.7420","1.1797","7.4642"
"2006-01-31","2006Jan","3.7195","3.7200","1.6070","1.9558","2.6727","1.3870","1.5547","9.7681","0.57376","28.4080","7.4639","88.6138","88.3874","15.6466","6.9460","0.6843","","9.3995","7.3510","252.7100","11359.4100","5.6533","53.4040","74.5818","142.1700","1168.9600","3.45280","3.45280","0.6960","0.6960","10.9479","10.9281","0.4293","12.6536","4.5449","8.0920","1.7698","63.1950","3.8377","3.6160","34.0880","9.2503","1.9672","239.4868","37.492","47.2710","1.6057","38.8422","38.7530","1.2118","7.4105"
"2006-02-28","2006Feb","3.6640","3.6500","1.6051","1.9558","2.5381","1.3532","1.5661","9.5493","0.57436","28.3200","7.4610","87.6469","88.1235","15.6466","6.8032","0.6796","","9.2133","7.3045","253.2300","10904.2200","5.5867","52.5480","76.5725","138.1800","1153.0600","3.45280","3.45280","0.6961","0.6962","10.9216","10.8995","0.4293","12.4192","4.4116","8.0240","1.7993","61.1920","3.7875","3.4802","33.3680","9.4490","1.9281","239.4850","37.390","46.5260","1.5585","38.6016","38.5010","1.1875","7.3520"
"2006-03-31","2006Mar","3.6983","3.7300","1.6997","1.9558","2.6388","1.4084","1.5801","9.7038","0.57530","28.5950","7.4624","88.3926","89.5649","15.6466","6.9495","0.6964","","9.3923","7.3420","265.7400","10972.2800","5.6513","53.9920","83.7370","142.4200","1176.0900","3.45280","3.45280","0.6961","0.6961","10.9576","10.9630","0.4293","13.2164","4.4580","7.9675","1.9774","61.8880","3.9425","3.5198","33.5460","9.4315","1.9582","239.5504","37.478","47.0080","1.6323","39.0516","39.2800","1.2104","7.5066"
"2006-04-30","2006Apr","3.7650","3.8200","1.6599","1.9558","2.6294","1.4097","1.5713","10.0503","0.57613","28.4200","7.4608","89.5301","91.1493","15.6466","7.2149","0.6942","","9.7204","7.2901","264.0800","11041.3400","5.6332","56.3440","91.9406","143.2900","1182.4900","3.45280","3.45280","0.6960","0.6961","11.0052","11.0426","0.4293","13.9376","4.5440","7.7570","1.9818","64.9390","3.8747","3.4750","34.1940","9.2970","1.9853","239.6044","37.374","47.0450","1.6600","39.6379","40.0080","1.2537","7.6811"
"2006-05-31","2006May","3.9032","3.9700","1.6953","1.9558","2.9386","1.4107","1.5600","10.3186","0.57510","28.2080","7.4578","92.0239","93.6298","15.6466","7.4146","0.6859","","9.9826","7.2650","262.0900","11909.3300","5.8086","59.5580","91.6936","144.3200","1216.9300","3.45280","3.45280","0.6960","0.6960","11.0750","11.0918","0.4293","14.4888","4.6724","7.8155","2.0141","68.0720","3.9367","3.5400","34.6750","9.2757","2.0284","239.6300","37.578","49.0510","2.0039","40.5732","41.1850","1.2868","8.5459"
"2006-06-30","2006Jun","3.8986","3.9300","1.7117","1.9558","2.7816","1.4132","1.5672","10.1648","0.57504","28.4930","7.4592","92.6336","92.9155","15.6466","7.3160","0.6921","","9.8745","7.2445","283.3500","11776.0500","5.6547","58.4230","94.3764","145.7500","1206.0800","3.45280","3.45280","0.6960","0.6961","11.0651","11.0759","0.4293","14.3818","4.6714","7.9360","2.0864","67.5190","4.0546","3.5703","34.2400","9.2385","2.0137","239.6468","38.062","48.5750","2.0075","41.0785","41.1630","1.2713","9.1848"
"2006-07-31","2006Jul","3.9100","3.9300","1.6672","1.9558","2.7756","1.4346","1.5713","10.1753","0.57500","28.5280","7.4618","93.5244","94.4578","15.6466","7.3388","0.6843","","9.9216","7.2520","272.2300","11611.5900","5.6093","59.4060","94.3310","145.8200","1219.8900","3.45280","3.45280","0.6960","0.6960","11.0658","11.0842","0.4293","13.8731","4.6689","7.8615","2.0708","65.7250","3.9365","3.5447","34.2240","9.2330","2.0138","239.6467","38.377","48.3150","1.9010","41.3877","41.8280","1.2767","8.7961"
"2006-08-31","2006Aug","3.9448","3.9800","1.6810","1.9558","2.7428","1.4230","1.5751","10.2200","0.57585","28.2140","7.4594","93.3358","94.0866","15.6466","7.3784","0.6741","","9.9945","7.3408","274.6500","11690.5500","5.6104","59.7050","90.0830","150.5600","1235.3700","3.45280","3.45280","0.6960","0.6960","11.0841","11.0860","0.4293","13.9814","4.7305","8.0795","1.9720","65.2830","3.9378","3.5297","34.3360","9.2667","2.0204","239.6213","37.669","48.2410","1.8710","42.0080","42.2940","1.2851","9.1438"
"2006-09-30","2006Sep","3.9452","3.9300","1.6992","1.9558","2.7348","1.4136","1.5881","10.0066","0.57650","28.3260","7.4576","91.9064","91.3306","15.6466","7.2667","0.6777","","9.8640","7.3895","273.0000","11678.8500","5.4544","58.0570","89.3110","149.3400","1198.0200","3.45280","3.45280","0.6961","0.6960","11.0715","11.0604","0.4293","13.9283","4.6684","8.2350","1.9427","63.4900","3.9713","3.5362","33.9420","9.2797","2.0076","239.5905","37.497","47.5720","1.9112","41.8812","41.9080","1.2660","9.8277"
"2006-10-31","2006Oct","3.9086","3.9300","1.6509","1.9558","2.7172","1.4331","1.5887","10.0032","0.57672","28.2190","7.4538","93.2283","93.8066","15.6466","7.2821","0.6685","","9.8766","7.3631","260.2200","11569.2300","5.4420","57.0780","86.2882","149.5900","1196.3400","3.45280","3.45280","0.6961","0.6961","11.0529","11.0752","0.4293","13.6580","4.6372","8.3320","1.9072","63.2770","3.8731","3.5202","33.9910","9.2120","1.9824","239.5955","36.804","46.6390","1.8515","41.8582","42.2370","1.2696","9.3900"
"2006-11-30","2006Nov","3.9555","4.0400","1.6753","1.9558","2.8543","1.5053","1.5916","10.3401","0.57770","27.9720","7.4546","93.0437","93.3165","15.6466","7.5457","0.6743","","10.2667","7.3615","256.2700","12097.8000","5.5918","58.9830","89.2932","153.2900","1226.7400","3.45280","3.45280","0.6970","0.6978","11.0827","11.1036","0.4293","14.5299","4.7758","8.1660","1.9330","65.4980","3.8113","3.4349","34.7140","9.0661","2.0352","239.6395","35.884","47.3990","1.9210","42.2763","42.8220","1.3200","9.5479"
