"DATE","TIME PERIOD","Argentine peso/Euro (EXR.M.ARS.EUR.SP00.A)","Argentine peso/Euro (EXR.M.ARS.EUR.SP00.E)","Australian dollar/Euro (EXR.M.AUD.EUR.SP00.E)","Bulgarian lev/Euro (EXR.M.BGN.EUR.SP00.E)","Brazilian real/Euro (EXR.M.BRL.EUR.SP00.E)","Canadian dollar/Euro (EXR.M.CAD.EUR.SP00.E)","Swiss franc/Euro (EXR.M.CHF.EUR.SP00.E)","Chinese yuan renminbi/Euro (EXR.M.CNY.EUR.SP00.E)","Euro/Cyprus pound (EXR.M.CYP.EUR.SP00.A)","Czech koruna/Euro (EXR.M.CZK.EUR.SP00.E)","Danish krone/Euro (EXR.M.DKK.EUR.SP00.E)","Algerian dinar/Euro (EXR.M.DZD.EUR.SP00.A)","Algerian dinar/Euro (EXR.M.DZD.EUR.SP00.E)","Euro/Estonian kroon (EXR.M.EEK.EUR.SP00.A)","Egyptian pound/Euro (EXR.M.EGP.EUR.SP00.E)","UK pound sterling/Euro (EXR.M.GBP.EUR.SP00.E)","Euro/Greek drachma (EXR.M.GRD.EUR.SP00.A)","Hong Kong dollar/Euro (EXR.M.HKD.EUR.SP00.E)","Euro/Croatian kuna (EXR.M.HRK.EUR.SP00.E)","Hungarian forint/Euro (EXR.M.HUF.EUR.SP00.E)","Indonesian rupiah/Euro (EXR.M.IDR.EUR.SP00.E)","Israeli shekel/Euro (EXR.M.ILS.EUR.SP00.E)","Indian rupee/Euro (EXR.M.INR.EUR.SP00.E)","Iceland krona/Euro (EXR.M.ISK.EUR.SP00.A)","Japanese yen/Euro (EXR.M.JPY.EUR.SP00.E)","Korean won (Republic)/Euro (EXR.M.KRW.EUR.SP00.E)","Euro/Lithuanian litas (EXR.M.LTL.EUR.SP00.A)","Euro/Lithuanian litas (EXR.M.LTL.EUR.SP00.E)","Euro/Latvian lats (EXR.M.LVL.EUR.SP00.A)","Euro/Latvian lats (EXR.M.LVL.EUR.SP00.E)","Moroccan dirham/Euro (EXR.M.MAD.EUR.SP00.A)","Moroccan dirham/Euro (EXR.M.MAD.EUR.SP00.E)","Euro/Maltese lira (EXR.M.MTL.EUR.SP00.A)","Mexican peso/Euro (EXR.M.MXN.EUR.SP00.E)","Malaysian ringgit/Euro (EXR.M.MYR.EUR.SP00.E)","Norwegian krone/Euro (EXR.M.NOK.EUR.SP00.E)","New Zealand dollar/Euro (EXR.M.NZD.EUR.SP00.E)","Philippine peso/Euro (EXR.M.PHP.EUR.SP00.E)","Polish zloty/Euro (EXR.M.PLN.EUR.SP00.E)","Romanian leu/Euro (EXR.M.RON.EUR.SP00.E)","Russian rouble/Euro (EXR.M.RUB.EUR.SP00.E)","Swedish krona/Euro (EXR.M.SEK.EUR.SP00.E)","Singapore dollar/Euro (EXR.M.SGD.EUR.SP00.E)","Euro/Slovenian tolar (EXR.M.SIT.EUR.SP00.A)","Euro/Slovak koruna (EXR.M.SKK.EUR.SP00.A)","Thai baht/Euro (EXR.M.THB.EUR.SP00.E)","Turkish lira/Euro (EXR.M.TRY.EUR.SP00.E)","New Taiwan dollar/Euro (EXR.M.TWD.EUR.SP00.A)","New Taiwan dollar/Euro (EXR.M.TWD.EUR.SP00.E)","US dollar/Euro (EXR.M.USD.EUR.SP00.E)","South African rand/Euro (EXR.M.ZAR.EUR.SP00.E)"
"2022-08-31","2022Aug","","","1.4591","1.9558","5.1482","1.3111","0.9796","6.8947","","24.5500","7.4371","","","","","0.8604","","7.8488","7.5148","402.8000","14849.9300","3.3399","79.5465","140.1174","138.7200","1342.7900","","","","","","","","20.2044","4.4755","9.9388","1.6322","56.1530","4.7283","4.8595","","10.6788","1.3969","","","36.4500","18.1849","","","1.0000","17.0667"
"2022-09-30","2022Sep","","","1.5076","1.9558","5.2584","1.3401","0.9561","6.9368","","24.5490","7.4365","","","","","0.8830","","7.6521","7.5240","422.1800","14863.2600","3.4759","79.4250","140.3545","141.0100","1400.6900","","","","","","","","19.6393","4.5201","10.5838","1.7177","57.2760","4.8483","4.9490","","10.8993","1.4001","","","36.8230","18.0841","","","0.9748","17.5353"
"2022-10-31","2022Oct","","","1.5529","1.9558","5.2694","1.3553","0.9925","7.2380","","24.4880","7.4444","","","","","0.8612","","7.7822","7.5310","409.6500","15489.5500","3.4933","82.1035","141.5000","147.4000","1416.1200","","","","","","","","19.7122","4.6873","10.3028","1.7099","57.8000","4.7085","4.9143","","10.9010","1.4038","","","37.7480","18.4562","","","0.9914","18.1736"
"2022-11-30","2022Nov","","","1.5425","1.9558","5.5063","1.4021","0.9854","7.3437","","24.3380","7.4366","","","","","0.8649","","8.0944","7.5490","408.4000","16271.8100","3.5691","84.4215","146.9818","144.2800","1365.1400","","","","","","","","20.0111","4.6147","10.2648","1.6634","58.6970","4.6635","4.9245","","10.9345","1.4180","","","36.5880","19.3333","","","1.0376","17.5768"
"2022-12-31","2022Dec","","","1.5693","1.9558","5.6386","1.4440","0.9847","7.3582","","24.1160","7.4365","","","","","0.8869","","8.3163","7.5365","400.8700","16519.8200","3.7554","88.1710","150.7571","140.6600","1344.0900","","","","","","","","20.8560","4.6984","10.5138","1.6798","59.3200","4.6808","4.9495","","11.1218","1.4300","","","36.8350","19.9649","","","1.0666","18.0986"
"2023-01-31","2023Jan","","","1.5476","1.9558","5.5373","1.4570","1.0032","7.3198","","23.7920","7.4388","","","","","0.8807","","8.4898","","390.9100","16282.5700","3.7675","88.6360","154.0636","141.2700","1338.9000","","","","","","","","20.3961","4.6211","10.9083","1.6858","59.1920","4.7090","4.9210","","11.3480","1.4268","","","35.7870","20.3787","","","1.0833","18.9223"
"2023-02-28","2023Feb","","","1.5760","1.9558","5.5280","1.4411","0.9947","7.3663","","23.4970","7.4443","","","","","0.8770","","8.3351","","377.6800","16193.4200","3.8821","87.7205","153.1100","145.2300","1401.8400","","","","","","","","19.4480","4.7653","10.9713","1.7216","58.7600","4.7125","4.9200","","11.0780","1.4314","","","37.4850","20.0556","","","1.0619","19.5518"
"2023-03-31","2023Mar","","","1.6268","1.9558","5.5158","1.4737","0.9968","7.4763","","23.4920","7.4485","","","","","0.8792","","8.5367","","379.5000","16300.1900","3.9284","89.3995","149.8913","144.8300","1420.2600","","","","","","","","19.6392","4.7986","11.3940","1.7392","59.0500","4.6700","4.9490","","11.2805","1.4464","","","37.1110","20.8632","","","1.0875","19.3275"
"2023-04-30","2023Apr","","","1.6664","1.9558","5.4872","1.4981","0.9839","7.5979","","23.5020","7.4538","","","","","0.8805","","8.6199","","373.7800","16111.9000","3.9939","89.8555","149.6222","149.3500","1470.8900","","","","","","","","19.8182","4.8981","11.7910","1.7864","60.9230","4.5815","4.9301","","11.3515","1.4679","","","37.4670","21.3608","","","1.0981","20.1558"
"2023-05-31","2023May","","","1.6497","1.9558","5.4288","1.4582","0.9724","7.5926","","23.7410","7.4480","","","","","0.8641","","8.3696","","370.8500","16030.3900","3.9713","88.3400","150.4727","149.1300","1416.2900","","","","","","","","18.9263","4.9307","12.0045","1.7793","60.0530","4.5368","4.9695","","11.6278","1.4467","","","37.1340","22.1320","","","1.0683","21.1353"
"2023-06-30","2023Jun","","","1.6398","1.9558","5.2788","1.4415","0.9788","7.8983","","23.7420","7.4474","","","","","0.8583","","8.5157","","371.9300","16384.5400","4.0486","89.2065","149.3545","157.1600","1435.8800","","","","","","","","18.5614","5.0717","11.7040","1.7858","60.0820","4.4388","4.9635","","11.8055","1.4732","","","38.4820","28.3193","","","1.0866","20.5785"
"2023-07-31","2023Jul","","","1.6436","1.9558","5.2031","1.4566","0.9619","7.8808","","23.9000","7.4529","","","","","0.8577","","8.5966","","386.9300","16622.6500","4.0714","90.6690","146.7857","156.7300","1405.4900","","","","","","","","18.4088","4.9703","11.1805","1.7773","60.5220","4.4070","4.9349","","11.5895","1.4660","","","37.7320","29.7126","","","1.1023","19.5511"
"2023-08-31","2023Aug","","","1.6785","1.9558","5.3082","1.4721","0.9584","7.9196","","24.0720","7.4523","","","","","0.8572","","8.5250","","380.1300","16551.9600","4.1293","89.9293","143.8739","158.4900","1439.5600","","","","","","","","18.1866","5.0428","11.5800","1.8259","61.5450","4.4673","4.9420","","11.8430","1.4686","","","38.0050","28.9848","","","1.0868","20.4199"
"2023-09-30","2023Sep","","","1.6339","1.9558","5.3065","1.4227","0.9669","7.7352","","24.3390","7.4571","","","","","0.8646","","8.2959","","389.5000","16383.6200","4.0472","88.0165","144.4619","158.1000","1425.2600","","","","","","","","18.5030","4.9741","11.2535","1.7575","59.9690","4.6283","4.9735","","11.5325","1.4443","","","38.6790","29.0514","","","1.0594","19.9813"
"2023-10-31","2023Oct","","","1.6739","1.9558","5.3743","1.4712","0.9607","7.7686","","24.5580","7.4647","","","","","0.8737","","8.3079","","382.1300","16868.2800","4.2756","88.4195","146.5000","160.3000","1434.6600","","","","","","","","19.1551","5.0594","11.8735","1.8224","60.2950","4.4405","4.9659","","11.8275","1.4525","","","38.2660","30.0455","","","1.0619","19.9507"
"2023-11-30","2023Nov","","","1.6542","1.9558","5.3984","1.4870","0.9562","7.8008","","24.2920","7.4548","","","","","0.8637","","8.5384","","380.7500","16981.1400","4.0597","91.1143","151.4364","161.1900","1418.7800","","","","","","","","19.0235","5.0933","11.7200","1.7762","60.6230","4.3490","4.9718","","11.4308","1.4602","","","38.4940","31.5441","","","1.0931","20.5703"
"2023-12-31","2023Dec","","","1.6263","1.9558","5.3618","1.4642","0.9260","7.8509","","24.7240","7.4529","","","","","0.8691","","8.6314","","382.8000","17079.7100","3.9993","91.9045","150.5526","156.3300","1433.6600","","","","","","","","18.7231","5.0775","11.2405","1.7504","61.2830","4.3395","4.9756","","11.0960","1.4591","","","37.9730","32.6531","","","1.1050","20.3477"
"2024-01-31","2024Jan","","","1.6468","1.9558","5.3749","1.4558","0.9348","7.7789","","24.8910","7.4550","","","","","0.8544","","8.4734","","384.9000","17076.2900","3.9431","90.0010","149.4273","160.1900","1444.6300","","","","","","","","18.5817","5.1259","11.3510","1.7705","61.0230","4.3330","4.9758","","11.2682","1.4517","","","38.4610","32.8984","","","1.0837","20.3238"
"2024-02-29","2024Feb","","","1.6684","1.9558","5.4054","1.4719","0.9534","7.7888","","25.3630","7.4540","","","","","0.8566","","8.4735","","393.4800","17038.1800","3.8736","89.7458","148.6810","162.5300","1447.4300","","","","","","","","18.4969","5.1375","11.4920","1.7807","60.8580","4.3208","4.9706","","11.2150","1.4570","","","38.9090","33.8067","","","1.0826","20.9007"
"2024-03-31","2024Mar","","","1.6607","1.9558","5.4032","1.4672","0.9766","7.8144","","25.3050","7.4580","","","","","0.8551","","8.4594","","395.2600","17157.8700","3.9799","90.1365","149.0400","163.4500","1458.6700","","","","","","","","17.9179","5.1168","11.6990","1.8092","60.7970","4.3123","4.9735","","11.5250","1.4587","","","39.4120","34.9487","","","1.0811","20.5226"
"2024-04-30","2024Apr","","","1.6423","1.9558","5.4928","1.4672","0.9787","7.7609","","25.1400","7.4583","","","","","0.8548","","8.3817","","390.6800","17422.1100","4.0172","89.4155","150.3476","168.2700","1479.6700","","","","","","","","18.1895","5.1130","11.8150","1.8035","61.8300","4.3178","4.9759","","11.7530","1.4593","","","39.7320","34.7045","","","1.0718","20.0682"
"2024-05-31","2024May","","","1.6315","1.9558","5.6418","1.4804","0.9818","7.8577","","24.7090","7.4588","","","","","0.8537","","8.4838","","388.8300","17641.7200","4.0342","90.5255","150.0000","170.5200","1501.1100","","","","","","","","18.4387","5.1080","11.3830","1.7696","63.6040","4.2645","4.9767","","11.4210","1.4663","","","39.9250","34.9691","","","1.0852","20.2927"
"2024-06-30","2024Jun","","","1.6079","1.9558","5.8915","1.4670","0.9634","7.7748","","25.0250","7.4575","","","","","0.8464","","8.3594","","395.1000","17487.2100","4.0200","89.2495","149.3600","171.9400","1474.8600","","","","","","","","19.5654","5.0501","11.3965","1.7601","62.5600","4.3090","4.9773","","11.3595","1.4513","","","39.3190","35.1868","","","1.0705","19.4970"
"2024-07-31","2024Jul","","","1.6635","1.9558","6.0874","1.4977","0.9533","7.8194","","25.4570","7.4621","","","","","0.8438","","8.4589","","395.7800","17634.4300","4.0822","90.6250","149.4304","162.7600","1485.9600","","","","","","","","20.3317","4.9749","11.8175","1.8289","63.2180","4.2908","4.9749","","11.6125","1.4491","","","38.6290","35.9085","","","1.0828","19.7400"
"2024-08-31","2024Aug","","","1.6301","1.9558","6.2155","1.4941","0.9416","7.8585","","25.0310","7.4589","","","","","0.8412","","8.6455","","392.5300","17180.0300","4.0245","92.9485","151.8364","161.1900","1478.6000","","","","","","","","21.7581","4.7901","11.6620","1.7709","62.3090","4.2763","4.9768","","11.3355","1.4441","","","37.5410","37.7651","","","1.1087","19.5358"
"2024-09-30","2024Sep","","","1.6166","1.9558","6.0504","1.5133","0.9439","7.8511","","25.1840","7.4560","","","","","0.8354","","8.6933","","396.8800","16975.8800","4.1491","93.8130","152.2143","159.8200","1469.1100","","","","","","","","21.9842","4.6167","11.7645","1.7616","62.7400","4.2788","4.9753","","11.3000","1.4342","","","36.1070","38.2693","","","1.1196","19.2258"
"2024-10-31","2024Oct","","","1.6559","1.9558","6.2635","1.5134","0.9412","7.7436","","25.3270","7.4601","","","","","0.8375","","8.4598","","408.2800","17105.8500","4.0441","91.4930","149.0739","166.3000","1500.0500","","","","","","","","21.8087","4.7652","11.9385","1.8220","63.3640","4.3508","4.9749","","11.6308","1.4377","","","36.7540","37.2680","","","1.0882","19.1869"
"2024-11-30","2024Nov","","","1.6245","1.9558","6.4361","1.4796","0.9309","7.6484","","25.2560","7.4579","","","","","0.8321","","8.2211","","411.7500","16753.8100","3.8411","89.3245","146.7190","158.6400","1476.1100","","","","","","","","21.5370","4.6948","11.6805","1.7873","61.9390","4.2960","4.9774","","11.5180","1.4159","","","36.2170","36.6390","","","1.0562","19.0777"
"2024-12-31","2024Dec","","","1.6772","1.9558","6.4253","1.4948","0.9412","7.5833","","25.1850","7.4578","","","","","0.8292","","8.0686","","411.3500","16820.8800","3.7885","88.9335","145.2400","163.0600","1532.1500","","","","","","","","21.5504","4.6454","11.7950","1.8532","60.3010","4.2750","4.9743","","11.4590","1.4164","","","35.6760","36.7372","","","1.0389","19.6188"
"2025-01-31","2025Jan","","","1.6702","1.9558","6.0677","1.5035","0.9449","7.5363","","25.1660","7.4618","","","","","0.8361","","8.0990","","407.9500","16941.2100","3.7199","89.9945","145.4000","160.9900","1506.6200","","","","","","","","21.4769","4.6301","11.7373","1.8391","60.6820","4.2130","4.9767","","11.4740","1.4091","","","34.9150","37.2655","","","1.0393","19.3588"
"2025-02-28","2025Feb","","","1.6741","1.9558","6.0712","1.5019","0.9394","7.5782","","25.0290","7.4583","","","","","0.8261","","8.0980","","399.5000","17228.1700","3.7457","90.9710","146.2368","156.9600","1519.9200","","","","","","","","21.2191","4.6459","11.7245","1.8579","60.3550","4.1503","4.9768","","11.1880","1.4037","","","35.5670","38.0186","","","1.0411","19.1917"
"2025-03-31","2025Mar","","","1.7318","1.9558","6.2507","1.5533","0.9531","7.8442","","24.9620","7.4613","","","","","0.8354","","8.4130","","402.3500","17992.9700","4.0256","92.3955","145.2619","161.6000","1594.7100","","","","","","","","22.0627","4.7992","11.4130","1.9035","61.9190","4.1840","4.9771","","10.8490","1.4519","","","36.7060","41.0399","","","1.0815","19.8782"
"2025-04-30","2025Apr","","","1.7798","1.9558","6.3839","1.5728","0.9389","8.2635","","24.9200","7.4636","","","","","0.8518","","8.8214","","404.0800","18901.9800","4.1231","96.1360","145.0015","162.6800","1618.3900","","","","","","","","22.2020","4.9074","11.8090","1.9219","63.5380","4.2753","4.9782","","10.9715","1.4859","","","38.0090","43.7574","","","1.1373","21.1095"
"2025-05-31","2025May","","","1.7647","1.9558","6.4405","1.5656","0.9341","8.1576","","24.9180","7.4587","","","","","0.8412","","8.8926","","403.6000","18519.9300","3.9761","97.0248","145.4905","162.9600","1563.0900","","","","","","","","21.8766","4.8264","11.5408","1.9017","63.2090","4.2498","5.0612","","10.8735","1.4633","","","37.2430","44.4954","","","1.1339","20.2939"
